   1.0000000000000000e+00	   5.0000000000000000e+00	   3.0000000000000000e+00	   1.7734788708715888e-03	
   1.0000000000000000e+00	   6.0000000000000000e+00	   2.0000000000000000e+00	  -1.7745214515486091e-03	
   1.0000000000000000e+00	   7.0000000000000000e+00	   5.0000000000000000e+00	  -2.6230128722496146e-03	
   1.0000000000000000e+00	   7.0000000000000000e+00	   8.0000000000000000e+00	   4.9259334947903278e-04	
   1.0000000000000000e+00	   7.0000000000000000e+00	   1.3000000000000000e+01	   2.8255004636380655e-05	
   1.0000000000000000e+00	   7.0000000000000000e+00	   1.7000000000000000e+01	  -1.5099212985145700e-05	
   1.0000000000000000e+00	   7.0000000000000000e+00	   2.3000000000000000e+01	   3.5139303498998899e-05	
   1.0000000000000000e+00	   7.0000000000000000e+00	   2.6000000000000000e+01	  -5.2068724639395313e-05	
   1.0000000000000000e+00	   8.0000000000000000e+00	   3.0000000000000000e+00	   3.0262519357854788e-04	
   1.0000000000000000e+00	   8.0000000000000000e+00	   7.0000000000000000e+00	  -5.4049698016026141e-03	
   1.0000000000000000e+00	   8.0000000000000000e+00	   1.1000000000000000e+01	  -1.3954437277332967e-03	
   1.0000000000000000e+00	   8.0000000000000000e+00	   1.4000000000000000e+01	  -2.5555728341900426e-04	
   1.0000000000000000e+00	   8.0000000000000000e+00	   1.9000000000000000e+01	   4.2818696935649866e-05	
   1.0000000000000000e+00	   9.0000000000000000e+00	   6.0000000000000000e+00	   3.4298619972479871e-03	
   1.0000000000000000e+00	   9.0000000000000000e+00	   1.0000000000000000e+01	  -3.7897537997567883e-04	
   1.0000000000000000e+00	   9.0000000000000000e+00	   1.5000000000000000e+01	  -4.9012466018374338e-04	
   1.0000000000000000e+00	   9.0000000000000000e+00	   2.1000000000000000e+01	  -6.3358550157714157e-05	
   1.0000000000000000e+00	   9.0000000000000000e+00	   2.5000000000000000e+01	  -1.0073155154355535e-05	
   1.0000000000000000e+00	   9.0000000000000000e+00	   2.8000000000000000e+01	  -2.2034671741261776e-05	
   1.0000000000000000e+00	   1.0000000000000000e+01	   2.0000000000000000e+00	   9.4817534785878875e-04	
   1.0000000000000000e+00	   1.0000000000000000e+01	   4.0000000000000000e+00	   2.4854283797139700e-04	
   1.0000000000000000e+00	   1.0000000000000000e+01	   9.0000000000000000e+00	   3.9886410917005025e-04	
   1.0000000000000000e+00	   1.0000000000000000e+01	   1.2000000000000000e+01	   1.1576171636829727e-04	
   1.0000000000000000e+00	   1.0000000000000000e+01	   1.6000000000000000e+01	   9.1027831277871226e-05	
   1.0000000000000000e+00	   1.0000000000000000e+01	   2.0000000000000000e+01	  -6.9594623076897367e-05	
   1.0000000000000000e+00	   1.0000000000000000e+01	   2.2000000000000000e+01	  -1.5269725652089567e-05	
   1.0000000000000000e+00	   1.0000000000000000e+01	   2.9000000000000000e+01	  -3.7376665759739563e-05	
   1.0000000000000000e+00	   1.1000000000000000e+01	   5.0000000000000000e+00	   3.6015444555886678e-03	
   1.0000000000000000e+00	   1.1000000000000000e+01	   8.0000000000000000e+00	   3.4511488019858347e-03	
   1.0000000000000000e+00	   1.1000000000000000e+01	   1.3000000000000000e+01	  -1.9133181321822038e-03	
   1.0000000000000000e+00	   1.1000000000000000e+01	   1.7000000000000000e+01	  -1.6737667956190930e-04	
   1.0000000000000000e+00	   1.1000000000000000e+01	   2.3000000000000000e+01	   2.7055146565438786e-05	
   1.0000000000000000e+00	   1.1000000000000000e+01	   2.6000000000000000e+01	  -2.0747525267207211e-04	
   1.0000000000000000e+00	   1.2000000000000000e+01	   6.0000000000000000e+00	  -5.7990144343237574e-04	
   1.0000000000000000e+00	   1.2000000000000000e+01	   1.0000000000000000e+01	  -4.3262972787164387e-05	
   1.0000000000000000e+00	   1.2000000000000000e+01	   1.5000000000000000e+01	  -3.2202411325395620e-04	
   1.0000000000000000e+00	   1.2000000000000000e+01	   2.1000000000000000e+01	  -2.8184532568489959e-04	
   1.0000000000000000e+00	   1.2000000000000000e+01	   2.5000000000000000e+01	   1.6506385617361569e-04	
   1.0000000000000000e+00	   1.2000000000000000e+01	   2.8000000000000000e+01	   1.2192475724090699e-04	
   1.0000000000000000e+00	   1.3000000000000000e+01	   3.0000000000000000e+00	   4.2318183398468764e-03	
   1.0000000000000000e+00	   1.3000000000000000e+01	   7.0000000000000000e+00	  -3.7207268400231603e-04	
   1.0000000000000000e+00	   1.3000000000000000e+01	   1.1000000000000000e+01	   6.9919100815704063e-03	
   1.0000000000000000e+00	   1.3000000000000000e+01	   1.4000000000000000e+01	  -2.7881673054818601e-03	
   1.0000000000000000e+00	   1.3000000000000000e+01	   1.9000000000000000e+01	   7.6619773841397865e-04	
   1.0000000000000000e+00	   1.3000000000000000e+01	   2.4000000000000000e+01	   1.6020854614293836e-04	
   1.0000000000000000e+00	   1.4000000000000000e+01	   5.0000000000000000e+00	   2.0315211330646462e-03	
   1.0000000000000000e+00	   1.4000000000000000e+01	   8.0000000000000000e+00	   4.0512909760117176e-03	
   1.0000000000000000e+00	   1.4000000000000000e+01	   1.3000000000000000e+01	   4.3916477355645791e-03	
   1.0000000000000000e+00	   1.4000000000000000e+01	   1.7000000000000000e+01	  -3.3538551583428937e-03	
   1.0000000000000000e+00	   1.4000000000000000e+01	   2.3000000000000000e+01	  -7.2011214945376281e-04	
   1.0000000000000000e+00	   1.4000000000000000e+01	   2.6000000000000000e+01	   4.4205940101895835e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   2.0000000000000000e+00	  -1.3460497364499321e-03	
   1.0000000000000000e+00	   1.5000000000000000e+01	   4.0000000000000000e+00	   4.3295986798101089e-03	
   1.0000000000000000e+00	   1.5000000000000000e+01	   9.0000000000000000e+00	   5.4000872650007787e-03	
   1.0000000000000000e+00	   1.5000000000000000e+01	   1.2000000000000000e+01	   6.6348986147199873e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   1.6000000000000000e+01	   6.2185111750696236e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   2.0000000000000000e+01	  -3.3616753408090278e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   2.2000000000000000e+01	  -3.5431838221925077e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   2.7000000000000000e+01	  -1.3427328070648870e-04	
   1.0000000000000000e+00	   1.5000000000000000e+01	   2.9000000000000000e+01	  -6.4830541997162687e-05	
   1.0000000000000000e+00	   1.6000000000000000e+01	   6.0000000000000000e+00	  -6.7870320658851586e-03	
   1.0000000000000000e+00	   1.6000000000000000e+01	   1.0000000000000000e+01	  -3.8464375399044782e-03	
   1.0000000000000000e+00	   1.6000000000000000e+01	   1.5000000000000000e+01	  -4.1372975187898191e-03	
   1.0000000000000000e+00	   1.6000000000000000e+01	   1.8000000000000000e+01	  -5.4528982620995541e-05	
   1.0000000000000000e+00	   1.6000000000000000e+01	   2.1000000000000000e+01	  -2.1100340180708492e-04	
   1.0000000000000000e+00	   1.6000000000000000e+01	   2.5000000000000000e+01	  -9.9765540950563469e-05	
   1.0000000000000000e+00	   1.6000000000000000e+01	   2.8000000000000000e+01	   2.8653983865950961e-05	
   1.0000000000000000e+00	   1.7000000000000000e+01	   3.0000000000000000e+00	  -3.7512178602711627e-03	
   1.0000000000000000e+00	   1.7000000000000000e+01	   7.0000000000000000e+00	  -6.5234615543154836e-03	
   1.0000000000000000e+00	   1.7000000000000000e+01	   1.1000000000000000e+01	   3.5749083770420285e-04	
   1.0000000000000000e+00	   1.7000000000000000e+01	   1.4000000000000000e+01	   9.5900241984492752e-03	
   1.0000000000000000e+00	   1.7000000000000000e+01	   1.9000000000000000e+01	   4.3727894475757223e-03	
