3.139072847682119, 0.5741626794258374
3.258278145695364, 0.331738437001595
3.364238410596026, 0.08931419457735257
3.523178807947019, -0.2679425837320575
3.6821192052980125, -0.5741626794258372
3.81456953642384, -0.8548644338118021
3.9735099337748334, -1.1610845295055818
4.132450331125828, -1.4928229665071773
4.331125827814569, -1.875598086124402
4.503311258278146, -2.2328548644338118
4.675496688741721, -2.590111642743222
4.821192052980131, -2.998405103668261
4.95364238410596, -3.381180223285486
5.046357615894038, -3.7256778309409895
5.139072847682119, -4.159489633173845
5.178807947019867, -4.580542264752792
5.231788079470197, -5.141945773524721
5.258278145695364, -5.575757575757576
5.218543046357615, -6.047846889952153
5.205298013245032, -6.443381180223286
5.1258278145695355, -6.915470494417862
5.033112582781456, -7.247208931419458
4.900662251655628, -7.617224880382773
4.7549668874172175, -7.987240829346092
4.582781456953642, -8.318979266347688
4.450331125827814, -8.586921850079744
4.331125827814569, -8.778309409888356
